file_path,avg_tempo_bpm,complexity_notes_per_second,tempo_bin,complexity_bin
data/classical_split\train\beeth\elise.mid,265.7183232720862,6.28620525499406,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\beeth\mond_1.mid,141.04527229234452,3.1603615326386896,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\beeth\mond_2.mid,181.8373708779358,7.239442742314809,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\beeth\mond_3.mid,173.3568333665443,15.932469066160856,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\beeth\pathetique_1.mid,188.88590864369868,10.641293631148796,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\beeth\pathetique_2.mid,197.24768796936672,5.31010586172926,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\beeth\pathetique_3.mid,186.70432929733394,9.309778330222112,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\beeth\waldstein_1.mid,173.2976995465639,13.798730760363734,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\beeth\waldstein_2.mid,101.80588971335705,2.0027163373845895,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\beeth\waldstein_3.mid,179.75929422463918,12.717268913622544,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\borodin\bor_ps1.mid,83.62200588576954,2.522719664248095,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\borodin\bor_ps3.mid,177.37016853938468,7.691263918641292,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\borodin\bor_ps4.mid,199.69468584388596,6.738001448529613,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\borodin\bor_ps5.mid,112.6679388754764,3.2872418364126386,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\borodin\bor_ps6.mid,213.12865145928313,7.343347442757058,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\borodin\bor_ps7.mid,165.76043338605157,6.035686613861636,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\brahms\BR_IM6.MID,213.13127730444774,6.002093240032663,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\brahms\br_im2.mid,185.361328514698,6.342011865303553,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\brahms\br_im5.mid,146.93688523123876,5.053041475453102,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\brahms\br_rhap.mid,190.34420315028655,11.8893359388668,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\brahms\brahms_opus117_1.mid,127.35173029576022,4.253882623973567,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\brahms\brahms_opus117_2.mid,202.8742911098993,5.3186273210695,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\brahms\brahms_opus1_1.mid,218.6911043020013,9.074562832952576,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\brahms\brahms_opus1_3.mid,171.20056987708602,11.992516762319282,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\brahms\brahms_opus1_4.mid,204.81789113779655,13.057279048641899,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\burgm\burg_agitato.mid,258.078477545973,9.406634532312301,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\burgm\burg_erwachen.mid,160.34163457607036,18.047165405298507,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\burgm\burg_geschwindigkeit.mid,253.06122869831864,14.17563922533877,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\burgm\burg_perlen.mid,165.3958639189503,11.395812247783956,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\burgm\burg_quelle.mid,245.7354589943766,10.06866995982916,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\burgm\burg_spinnerlied.mid,278.8169784120024,11.179046930427665,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\burgm\burg_sylphen.mid,219.0451262787165,11.739317314685252,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\burgm\burg_trennung.mid,191.93392866439663,14.302363261271926,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\chopin\chp_op18.mid,222.4979157719129,14.231148113404917,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\chopin\chp_op31.mid,195.28131250904804,11.550217180135723,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn-p1.mid,221.91849702589738,10.645336785845736,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn-p10.mid,208.00562675613074,13.794003436341145,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn-p11.mid,178.15472600332774,10.579939958485317,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn-p12.mid,255.4787176336777,21.950063052946774,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn-p13.mid,184.12843964552127,5.890380271005414,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\chopin\chpn-p14.mid,244.1521065906375,15.264324880734653,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn-p15.mid,165.61077691260516,5.53496462253254,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\chopin\chpn-p16.mid,190.5330974580163,19.577716000704804,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn-p18.mid,228.6656532623446,12.552777031484004,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn-p19.mid,243.6133228551231,18.39597838165146,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn-p2.mid,108.46327394584682,2.8130208348944814,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\chopin\chpn-p20.mid,52.294956921302905,3.195417924062057,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\chopin\chpn-p21.mid,202.65674050198783,8.240963207904915,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\chopin\chpn-p22.mid,200.2931200377751,15.163262147096162,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn-p23.mid,218.24195232810268,10.278491380594378,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn-p24.mid,227.88912255127548,10.928882479718293,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn-p3.mid,161.4776457964483,12.964992685161246,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn-p4.mid,150.10998402164722,5.8391274493985765,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\chopin\chpn-p5.mid,233.16862391327166,15.141059963263604,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn-p6.mid,128.37873569642895,4.213604048181303,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\chopin\chpn-p9.mid,138.04276790090805,4.636205976173677,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\chopin\chpn_op10_e01.mid,172.18963274758949,11.987130322810733,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn_op10_e05.mid,170.30983059591074,17.849432488569615,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn_op10_e12.mid,238.42557544977112,15.046893766481078,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn_op25_e1.mid,258.2742029232704,17.66617660316885,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn_op25_e11.mid,190.83620061520844,16.96454900996638,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn_op25_e12.mid,195.79684921863765,19.093706093805178,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn_op25_e2.mid,165.15521158130923,12.16902167716276,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn_op25_e3.mid,236.99725715289244,16.240523302519218,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn_op25_e4.mid,199.95648733443318,18.155459926581962,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn_op27_1.mid,190.95979951782226,5.6372068946612695,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\chopin\chpn_op27_2.mid,193.5784841278917,5.896153287437722,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\chopin\chpn_op33_2.mid,196.9599114566729,13.520471592180423,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn_op33_4.mid,175.59740431916939,6.822609040414865,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\chopin\chpn_op35_1.mid,199.6119253462401,14.309881112628657,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn_op35_2.mid,165.7714870692013,12.151806075258628,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn_op35_3.mid,134.76779862948243,5.167694016267733,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\chopin\chpn_op35_4.mid,167.06199646094538,21.128054645103177,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn_op53.mid,193.337608352829,16.761377231569234,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn_op66.mid,213.06167348826753,11.11393937148932,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\chopin\chpn_op7_1.mid,218.3323396439004,8.946139689205557,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\chopin\chpn_op7_2.mid,172.7254931312827,7.526143561225318,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\debussy\DEB_CLAI.MID,175.8441423971494,5.996655129867609,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\debussy\DEB_PASS.MID,178.19206161223948,5.144496325300794,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\debussy\deb_menu.mid,188.26520662523052,9.285117773732335,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\debussy\debussy_cc_1.mid,248.16177607092285,7.73895234770544,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\debussy\debussy_cc_2.mid,173.0042920898452,3.7599016429730043,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\debussy\debussy_cc_3.mid,222.63390069467334,7.591418444266776,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\debussy\debussy_cc_4.mid,242.32282749909368,9.685205315971299,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\debussy\debussy_cc_6.mid,210.81185771711168,9.142458898186932,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\granados\gra_esp_2.mid,230.50778028052997,6.656991438895867,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\granados\gra_esp_4.mid,151.27462340822763,6.625878971192421,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\grieg\grieg_album.mid,209.73182118874854,8.144468723107892,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\grieg\grieg_berceuse.mid,169.00270211554684,5.977793893970608,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\grieg\grieg_brooklet.mid,176.54815283592944,18.0435409000591,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\grieg\grieg_butterfly.mid,239.83771588452143,9.672328486139735,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\grieg\grieg_elfentanz.mid,239.18586555929943,13.513247034216516,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\grieg\grieg_halling.mid,180.96953609921997,7.920433132414751,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\grieg\grieg_kobold.mid,189.95264750186033,17.16971274051949,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\grieg\grieg_once_upon_a_time.mid,185.35092404799164,6.1494235579939325,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\grieg\grieg_spring.mid,227.8732359523023,10.426663254944033,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\grieg\grieg_voeglein.mid,216.46808626036838,9.24433839620881,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\grieg\grieg_waechter.mid,132.34535762326271,3.325851979208429,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\grieg\grieg_walzer.mid,177.6070055651029,5.839586686441335,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\grieg\grieg_wanderer.mid,119.77146855228565,4.182125654135253,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\grieg\grieg_wedding.mid,211.12905671176011,11.642342218962813,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\grieg\grieg_zwerge.mid,172.0324642073587,14.338123116509568,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\haydn\hay_40_1.mid,183.2858348950501,8.005528766134587,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\haydn\hay_40_2.mid,167.93032893595384,12.880414087221778,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\haydn\haydn_33_1.mid,191.32100965218171,7.841922341468941,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\haydn\haydn_33_2.mid,231.39966403478044,4.278919975545655,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\haydn\haydn_33_3.mid,224.5212797672069,7.3108046181629565,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\haydn\haydn_35_2.mid,196.0838411330875,5.285868867375425,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\haydn\haydn_35_3.mid,204.93488840667567,8.937443204435667,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\haydn\haydn_43_1.mid,199.47747186067753,7.971243965597778,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\haydn\haydn_43_2.mid,204.8488217095555,5.6788343850249845,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\haydn\haydn_43_3.mid,255.43078896653233,7.480157084256041,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\haydn\haydn_7_1.mid,177.8648351159311,8.0229947313615,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\haydn\haydn_7_2.mid,198.05634784299235,5.644636614397211,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\haydn\haydn_7_3.mid,212.23468496633393,9.447180427052817,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\haydn\haydn_8_1.mid,196.00829648672143,7.473258214105236,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\haydn\haydn_8_2.mid,172.2826008929985,5.002913133781388,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\haydn\haydn_8_3.mid,168.72072827177564,3.901328731607725,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\haydn\haydn_8_4.mid,216.1631292331739,9.79977743121652,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\haydn\haydn_9_1.mid,212.62123161728007,7.479925643996476,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\haydn\haydn_9_3.mid,228.72107735166054,10.032701893364244,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\liszt\liz_donjuan.mid,198.90524756991658,17.03730298560773,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\liszt\liz_et1.mid,239.7929023390068,13.468539086577765,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\liszt\liz_et2.mid,179.7971059419818,10.654755995210701,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\liszt\liz_et3.mid,215.4124386703767,16.612770337060468,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\liszt\liz_et4.mid,184.1941148585174,12.321847683067913,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\liszt\liz_et5.mid,191.62256478857128,11.386840855706865,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\liszt\liz_et6.mid,197.50506812680453,14.94619637425569,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\liszt\liz_et_trans5.mid,179.14915315958794,22.65312671940979,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\liszt\liz_et_trans8.mid,213.59945860698983,20.645551916435487,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\liszt\liz_liebestraum.mid,239.40606974101976,7.695569779886243,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\liszt\liz_rhap02.mid,203.0191647783475,12.84357733335717,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\liszt\liz_rhap09.mid,191.6270605824321,13.570236807969252,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\liszt\liz_rhap10.mid,190.4268510386168,15.68796562036946,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\liszt\liz_rhap12.mid,203.3270867463315,14.025350244064896,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\liszt\liz_rhap15.mid,178.85673915657347,16.2927636816282,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\mendelssohn\mendel_op19_1.mid,184.2852231979626,8.354962741512287,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\mendelssohn\mendel_op19_2.mid,193.59550246629667,5.184739414395706,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\mendelssohn\mendel_op19_3.mid,164.3495219764676,17.357665465721457,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\mendelssohn\mendel_op19_4.mid,143.3326546266706,5.493244267682982,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\mendelssohn\mendel_op19_5.mid,244.26852418890553,12.843500931046586,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\mendelssohn\mendel_op19_6.mid,103.83279869677439,3.657522648154492,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\mendelssohn\mendel_op30_1.mid,192.74029314868713,5.988642269047297,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\mendelssohn\mendel_op30_2.mid,179.93274400990575,14.404943837920008,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\mendelssohn\mendel_op30_4.mid,200.6215021902755,18.926923193937515,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\mendelssohn\mendel_op30_5.mid,239.02326744701958,11.920394327848811,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\mendelssohn\mendel_op53_5.mid,253.46359909407653,11.926038026778546,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\mendelssohn\mendel_op62_3.mid,90.4347405980452,5.504592430969957,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\mendelssohn\mendel_op62_4.mid,171.18060409635177,9.991530082827392,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\mendelssohn\mendel_op62_5.mid,222.85994032785516,6.20054266911019,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\mozart\mz_311_1.mid,267.20039621818074,4.237505734143021,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\mozart\mz_311_2.mid,160.5339176109594,0.8249267337210643,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\mozart\mz_311_3.mid,249.23699326702945,5.801611370247737,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\mozart\mz_330_1.mid,247.00093254933546,8.87751502377565,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\mozart\mz_330_2.mid,128.68970595740652,3.756480694166717,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\mozart\mz_331_1.mid,257.4534454487344,7.470183994989963,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\mozart\mz_331_2.mid,227.68536918779267,7.332349606018306,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\mozart\mz_331_3.mid,257.73176366535927,14.869705807395714,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\mozart\mz_332_1.mid,226.41921192195497,8.89389132474985,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\mozart\mz_332_2.mid,171.83173855992462,5.266101249148559,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\mozart\mz_332_3.mid,173.49934621790536,9.957174438357422,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\mozart\mz_333_1.mid,247.9389516189032,9.17460286936914,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\mozart\mz_333_2.mid,174.69947299626102,5.480744090626906,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\mozart\mz_333_3.mid,175.17162549812087,9.16235393712334,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\mozart\mz_545_1.mid,261.03458827408934,10.393131342974682,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\mozart\mz_545_2.mid,214.26608390573494,5.545034009044809,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\mozart\mz_545_3.mid,190.88685786090562,9.09355890968754,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\mozart\mz_570_1.mid,160.60855124913328,8.633233692783827,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\mozart\mz_570_3.mid,257.3285990799589,9.597199729362574,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\muss\muss_1.mid,225.09214070778114,7.864319243867946,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\muss\muss_2.mid,136.1725862251621,4.657798827998523,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\muss\muss_3.mid,211.6468670797971,9.089855557541249,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\muss\muss_5.mid,250.17074541981427,13.352148629200727,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\muss\muss_6.mid,142.31124105563975,6.707051951420522,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\muss\muss_7.mid,180.14711857246203,10.400021813167193,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\muss\muss_8.mid,179.4786707676082,12.302686278523865,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\schubert\schu_143_1.mid,175.67381335548012,6.832971303823355,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\schubert\schu_143_2.mid,179.37152860477556,5.739514159675149,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\schubert\schu_143_3.mid,232.99146811205475,10.325756870115027,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\schubert\schub_d760_1.mid,225.2665224218963,13.132110726479786,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\schubert\schub_d760_2.mid,242.76478055240554,8.806755733628242,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\schubert\schub_d760_3.mid,225.08570290338534,14.228698289365877,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\schubert\schub_d760_4.mid,259.013114350312,17.542608360677264,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\schubert\schub_d960_1.mid,191.17358218710024,8.110916479749772,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\schubert\schub_d960_2.mid,160.07273954567046,4.462716527991803,TEMPO_SLOW,COMPLEXITY_LOW
