file,note_density,rhythm_regularity,repetition_rate,pitch_entropy
arm5_step_0067.mid,4.52054794520548,1.4045682274125868,0.0,5.616091232912921
arm5_step_0068.mid,3.4547560818638177,1.6790109726316536,0.017543859649122806,5.643691845609326
arm5_step_0069.mid,4.954351795496044,1.1967717463038616,0.0,5.601081068135358
arm5_step_0070.mid,3.6266666666666665,1.3925366446387186,0.0,5.734521664697517
arm5_step_0071.mid,4.1078150880891435,0.9378627701409602,0.0,5.716214253821019
arm5_step_0072.mid,4.017041996348143,1.3532243348968385,0.0,5.6609758038293325
arm5_step_0073.mid,4.3262001156738,1.3610639482524594,0.0,5.7417308558103555
arm5_step_0074.mid,3.5140367860600197,1.4706712622599034,0.0,5.707050747967202
arm5_step_0075.mid,3.527922351948235,1.457458958990025,0.0,5.7276268561921
arm5_step_0076.mid,3.7772872209958304,1.3375148290205665,0.0,5.900711588284089
arm5_step_0077.mid,3.7008281573498967,1.1254410374893817,0.0,5.73383108214515
arm5_step_0078.mid,3.745519713261649,1.2420556441426238,0.0,5.6091200579128575
arm5_step_0079.mid,4.903664525878353,1.0281901431427445,0.0,5.780948134026814
arm5_step_0080.mid,4.730434782608696,1.390917277318707,0.0,5.771142620514795
arm5_step_0081.mid,3.535115666989888,1.5054405560101198,0.0,5.720049960566909
arm5_step_0082.mid,3.312069405460577,1.267423348898288,0.0,5.679253218776904
arm5_step_0083.mid,3.9517078916372204,1.08868286099045,0.0,5.766802911252587
arm5_step_0084.mid,4.56071076011846,1.1168381618808059,0.0,5.818549764686081
arm5_step_0085.mid,3.961767557833495,1.4150198910543483,0.0,5.795369543680726
arm5_step_0086.mid,3.7195744060632565,1.4605103859426953,0.0,5.789015477805403
arm5_step_0087.mid,4.981132075471698,1.5296365587924001,0.0,5.820835217725403
arm5_step_0088.mid,3.3288590604026846,1.1908341151317157,0.0,5.748472318335706
arm5_step_0089.mid,3.7142857142857144,1.3648443418966707,0.0,5.8069831975601645
arm5_step_0090.mid,4.306446169422883,1.111575707285934,0.0,5.582118926088478
arm5_step_0091.mid,3.835545147020557,1.5468245666500784,0.0,5.7225138171120475
arm5_step_0092.mid,3.9444444444444446,1.3027603023671197,0.0,5.758557858703825
arm5_step_0093.mid,4.7631935047361305,1.443927247843126,0.0,5.769454882696461
arm5_step_0094.mid,4.286194155189788,1.0838387176560855,0.0,5.754532719186156
arm5_step_0095.mid,3.7156541467103605,1.4106392215493748,0.0,5.774898518667724
arm5_step_0096.mid,4.482758620689655,1.7166357409461457,0.0,5.605146036354187
arm5_step_0097.mid,4.007847533632287,1.819769160405593,0.0,5.845294351336866
arm5_step_0098.mid,5.037037037037037,1.4414657412186507,0.0,5.723420377902439
arm5_step_0099.mid,5.817907064601436,1.1075133022207218,0.0,5.73628623108519
arm5_step_0100.mid,4.101115661629713,1.3879566733461535,0.0,5.748791467695509
arm5_step_0101.mid,3.0153846153846153,1.5573268531878872,0.0,5.354406017478409
arm5_step_0102.mid,3.586804228760667,1.3394705473727024,0.0,5.812499999916325
arm5_step_0103.mid,3.3972602739726026,1.580314601428444,0.0,5.639522519918043
arm5_step_0104.mid,3.504373939156548,1.437216450108833,0.0,5.656067050565711
arm5_step_0105.mid,3.389476432954694,1.284329033952162,0.0,5.734255125517012
arm5_step_0106.mid,5.161523190759791,1.2746929777925282,0.0,5.795369543680726
arm5_step_0107.mid,3.8192158036516015,1.8242014533683881,0.0,5.588849262734676
arm5_step_0108.mid,5.497948526669154,1.2070695639688165,0.0,5.51206806383404
arm5_step_0109.mid,5.769309567711535,0.8708434484679235,0.0,5.800704882695019
arm5_step_0110.mid,4.284844796104687,1.5921691089674386,0.0,5.7264097654766
arm5_step_0111.mid,6.189794945159752,1.0516604426984317,0.0,5.747049828943511
arm5_step_0112.mid,5.66785572730876,0.9397852205880355,0.0,5.776213966790934
arm5_step_0113.mid,3.8974358974358974,1.3626062424596035,0.0,5.6574514175984945
arm5_step_0114.mid,3.5555555555555554,1.213108037018527,0.0,5.771640636263973
arm5_step_0115.mid,4.55219271155034,1.559189997873222,0.0,5.737730981421757
arm5_step_0116.mid,3.17227422210979,1.0122219234135208,0.0,5.622363698301691
arm5_step_0117.mid,5.978021978021978,1.085684387975559,0.015625,5.680823363896026
arm5_step_0118.mid,4.101115661629713,1.1140675843337706,0.0,5.627579346487714
arm5_step_0119.mid,5.425287356321839,0.9498957786550086,0.0,5.780948134026814
arm5_step_0120.mid,3.109033590607675,1.2526369702578333,0.0,5.618296082080026
arm5_step_0121.mid,4.456991032879443,1.1988559312829037,0.0,5.629679501803008
arm5_step_0122.mid,4.964415900017358,1.2922808742077767,0.0,5.764600312912938
arm5_step_0123.mid,4.266823391125478,1.328850389041342,0.0,5.711060785942886
arm5_step_0124.mid,4.050322184719239,1.6247075461984655,0.0,5.740223928862505
arm5_step_0125.mid,4.993122420907841,1.0070640753828488,0.0,5.718488437393922
arm5_step_0126.mid,3.0935915168280315,1.2593202891539805,0.0,5.656067050565711
arm5_step_0127.mid,4.237202230106438,1.2144771375104948,0.013888888888888888,5.7017462633015334
arm5_step_0128.mid,4.131147540983607,1.7023993195042002,0.0,5.679583296403542
arm5_step_0129.mid,4.334975369458128,1.5864489372237722,0.0,5.701746263302976
arm5_step_0130.mid,4.430946291560103,1.328688804778873,0.0,5.697761820650287
arm5_step_0131.mid,4.748201438848921,1.9517062488937795,0.0,5.749757971157334
arm5_step_0132.mid,6.849442379182157,1.2655435039870195,0.0,5.685346279866083
arm5_step_0133.mid,3.8255589290643113,2.2073364232410317,0.0,5.679583296403543
arm5_step_0134.mid,5.497948526669154,1.3823814632075713,0.0,5.715197026133295
arm5_step_0135.mid,4.5984251968503935,1.5279163657751444,0.0,5.65336894977264
arm5_step_0136.mid,4.216148287778825,1.275922533795843,0.0,5.66844225551921
arm5_step_0137.mid,2.8597041685342894,1.6253670507365492,0.0,5.789015477805403
arm5_step_0138.mid,4.022376859053077,1.5692114080999033,0.0,5.7435572429944415
arm5_step_0139.mid,4.463548830811555,1.5165373074005237,0.0,5.666458515350405
arm5_step_0140.mid,5.213270142180095,1.47214644185865,0.0,5.703061851377363
arm5_step_0141.mid,3.226989365603227,1.6714509886024527,0.0,5.694309137161223
arm5_step_0142.mid,4.059701492537314,1.7244353459685653,0.0,5.763933429401956
arm5_step_0143.mid,3.588235294117647,1.717678762975011,0.0,5.832376681741505
arm5_step_0144.mid,5.01010101010101,1.2724728599133297,0.0,5.607264455403357
arm5_step_0145.mid,4.156545209176788,1.0840520325267953,0.0,5.77482139163731
arm5_step_0146.mid,3.6983422834461823,1.3519648551740053,0.0,5.7254805569141904
arm5_step_0147.mid,4.511752642372614,1.506069194717737,0.01639344262295082,5.483605505129435
arm5_step_0148.mid,4.098068757704424,1.5257629633947456,0.0,5.640925665043073
arm5_step_0149.mid,5.039129604886429,1.2449604445061344,0.0,5.727642470493114
arm5_step_0150.mid,4.512820512820513,1.230265152118513,0.0,5.644931574179099
arm5_step_0151.mid,4.834321590512731,1.2623297463831977,0.0,5.8065674233819
arm5_step_0152.mid,5.445071645679549,0.9799813804661092,0.0,5.574032338616055
arm5_step_0153.mid,3.920666858292613,1.5006043600844468,0.0,5.7040386489474155
arm5_step_0154.mid,2.963808653955931,1.3533224184517623,0.0,5.679253218776904
arm5_step_0155.mid,5.688888888888889,1.200639380084766,0.0,5.70695488269935
arm5_step_0156.mid,5.585781646717447,1.2938148808851782,0.015384615384615385,5.637763417483208
arm5_step_0157.mid,2.8263363156687316,1.4430890692550784,0.0,5.664497779125442
arm5_step_0158.mid,4.347262714609654,1.4969459523856825,0.0,5.721640821054629
arm5_step_0159.mid,2.959537572254335,1.8873357309792016,0.0,5.6951597654766
arm5_step_0160.mid,5.234584450402145,1.162903331976208,0.0,5.695315253133851
arm5_step_0161.mid,4.354382657869935,1.400684795862017,0.0,5.77482139163731
arm5_step_0162.mid,3.8249782671689365,1.31168963564683,0.0,5.706890595530615
arm5_step_0163.mid,7.218413320274242,1.3377342822722373,0.0,5.763631541023493
arm5_step_0164.mid,6.324041811846691,1.2247731171662313,0.0,5.676747717665612
arm5_step_0165.mid,4.093657931462243,1.5545701468197126,0.0,5.706890595530615
arm5_step_0166.mid,4.383717620267578,1.2227932604846887,0.0,5.696930695338556
arm5_step_0167.mid,3.257702412228326,1.3711430810531857,0.0,5.670169851042418
arm5_step_0168.mid,3.9520958083832336,2.0721141557644183,0.014705882352941176,5.6384713554366
arm5_step_0169.mid,3.1493881320711155,1.2349123551404366,0.0,5.6839561893063335
arm5_step_0170.mid,4.22539189380031,1.3766245509865171,0.0,5.701217804309395
arm5_step_0171.mid,4.561734213006598,1.26317813255303,0.016129032258064516,5.705537634782276
arm5_step_0172.mid,4.148458545345705,1.393463549711344,0.0,5.628073574217103
arm5_step_0173.mid,6.753246753246753,1.2541937124083469,0.0,5.856908005216304
arm5_step_0174.mid,2.948364209696492,1.4484922478693034,0.0,5.760041333718274
arm5_step_0175.mid,3.6258992805755397,1.337369255858532,0.0,5.71132932814813
arm5_step_0176.mid,3.321351545650611,1.2424550683648279,0.0,5.786803732941492
arm5_step_0177.mid,4.906270200387848,1.4461299057586596,0.0,5.622875543594077
arm5_step_0178.mid,3.3320276798537667,1.4751234861842561,0.0,5.657814779973171
arm5_step_0179.mid,4.0250038115566396,1.4685469875241148,0.0,5.6068905955335
arm5_step_0180.mid,3.6827661909989025,1.2889909718775976,0.0,5.832376681741505
arm5_step_0181.mid,4.843890994405342,1.5457996053692316,0.0,5.656067050565711
arm5_step_0182.mid,3.4009123162696406,1.5992134594029161,0.0,5.799589796497046
arm5_step_0183.mid,3.873015873015873,1.5992856820101795,0.0,5.799589796497046
arm5_step_0184.mid,4.347262714609654,1.2293131331599385,0.0,5.709265616101129
arm5_step_0185.mid,5.12621359223301,1.358821344029953,0.0,5.66932006621602
arm5_step_0186.mid,3.895396349768456,1.3729238271579918,0.0,5.7454447360231455
arm5_step_0187.mid,3.955691122170493,1.4300741146310467,0.0,5.700212064838286
arm5_step_0188.mid,3.9261703948172593,1.2670136738941309,0.0,5.758183805309524
arm5_step_0189.mid,3.806896551724138,1.4793308945465056,0.0,5.697444341093032
arm5_step_0190.mid,3.432310015098138,1.3409738411912828,0.0,5.71621425382102
arm5_step_0191.mid,3.2619439868204285,1.1867630107383802,0.0,5.69156563770628
arm5_step_0192.mid,3.5428571428571427,1.4999750948428001,0.0,5.825164052238684
arm5_step_0193.mid,3.940704138357011,1.3759310228837205,0.0,5.651084443328415
arm5_step_0194.mid,3.928571428571429,1.2181340310610493,0.0,5.825164052238684
arm5_step_0195.mid,3.5767256132344554,1.408715709309632,0.0,5.7276268561921
arm5_step_0196.mid,3.622392974753019,1.203030658322116,0.0,5.58172767879616
arm5_step_0197.mid,4.207407407407407,1.4623511896781893,0.0,5.705947471474181
arm5_step_0198.mid,3.629182156133829,1.2171942490404046,0.015151515151515152,5.675782549640678
arm5_step_0199.mid,4.429752066115703,1.5829024608930542,0.0,5.773407989261656
arm5_step_0200.mid,3.6842105263157894,1.3151390625234158,0.015151515151515152,5.725502123909984
arm5_step_0201.mid,4.666666666666667,1.7751860798211119,0.0,5.711329328148131
arm5_step_0202.mid,5.24360322467578,1.4699004332207724,0.0,5.782243907311317
arm5_step_0203.mid,4.125,1.419856341884545,0.0,5.627579346487714
arm5_step_0204.mid,4.4051825677267376,1.422365572552352,0.0,5.782243907311317
arm5_step_0205.mid,4.789398958826314,1.1393652363692401,0.015873015873015872,5.608099456506364
arm5_step_0206.mid,4.7922252010723865,1.3906918202108474,0.0,5.7454447360231455
arm5_step_0207.mid,4.0,1.3799472807405018,0.0,5.760229157122227
arm5_step_0208.mid,4.084962723308482,1.4732455624984115,0.0,5.737353778268789
arm5_step_0209.mid,4.128870816390366,1.4348146934262527,0.0,5.740223928862505
arm5_step_0210.mid,3.406389706684113,1.870288228133927,0.0,5.712852048878027
arm5_step_0211.mid,3.6857469221982484,1.6645465309590788,0.0,5.688185407092332
arm5_step_0212.mid,4.592592592592593,1.3441599682448597,0.0,5.780730382850393
arm5_step_0213.mid,3.632551434936443,1.5176552323034918,0.0,5.6795832964020985
arm5_step_0214.mid,4.203389830508475,1.3842146332580039,0.0,5.760647923207868
arm5_step_0215.mid,4.824561403508772,1.2332150014668768,0.0,5.760975803825003
arm5_step_0216.mid,2.8930065750149434,1.918084255182949,0.0,5.779094497997096
arm5_step_0217.mid,2.7941528876108315,1.3917540830186268,0.0,5.652448756376415
arm5_step_0218.mid,2.989701666843614,1.7019568901317,0.0,5.781249999917767
arm5_step_0219.mid,3.9514292942069313,1.5012861813151601,0.0,5.695315253133851
arm5_step_0220.mid,3.4532374100719423,1.7182235919562359,0.0,5.806890595526285
arm5_step_0221.mid,3.9828168149739187,1.2706131641963465,0.0,5.780948134026813
arm5_step_0222.mid,4.754716981132075,1.4634299476525436,0.0,5.723311669450872
arm5_step_0223.mid,3.226349320831831,1.3845530512824489,0.0,5.7340160260081285
arm5_step_0224.mid,3.229813664596273,1.3441028925739342,0.0,5.703061851375919
arm5_step_0225.mid,4.581793752099429,1.0944909283162927,0.0,5.6638737296652515
arm5_step_0226.mid,4.321093082835184,1.4346394776953004,0.0,5.668458833848098
arm5_step_0227.mid,3.1665031076218515,1.8153981112760693,0.0,5.650454725339709
arm5_step_0228.mid,3.609206660137121,1.9866574960999892,0.0,5.703930048489065
arm5_step_0229.mid,4.084962723308482,1.2773611976867856,0.0,5.771666846547504
arm5_step_0230.mid,4.680851063829787,1.00248040792179,0.0,5.707880235153101
arm5_step_0231.mid,4.346456692913386,1.617132987963556,0.0,5.731712862491594
arm5_step_0232.mid,3.821623023074929,1.7147579263119226,0.0,5.756314750043298
arm5_step_0233.mid,3.21645397100731,1.026460790062131,0.0,5.768153430600314
arm5_step_0234.mid,3.2136611459726363,1.7424141958262696,0.0,5.772917717980642
arm5_step_0235.mid,3.6334576451784764,1.87573774111822,0.0,5.889680181268057
arm5_step_0236.mid,5.163584637268848,1.2041777470407375,0.0,5.593266278209001
arm5_step_0237.mid,3.6796756208819064,1.2441979824310463,0.0,5.790532187423814
arm5_step_0238.mid,4.0,1.403438047744699,0.0,5.7678030798201885
arm5_step_0239.mid,3.3548387096774195,1.4719183774069835,0.0,5.703061851375919
arm5_step_0240.mid,4.146856097904066,1.2101462107487675,0.0,5.655495533597426
arm5_step_0241.mid,4.3130434782608695,1.1287100087467117,0.0,5.728389858694625
arm5_step_0242.mid,3.9843967679019228,1.5037918586897885,0.0,5.795369543680726
arm5_step_0243.mid,3.3392360232734632,1.5689712610560376,0.0,5.694309137161223
arm5_step_0244.mid,6.117647058823529,1.0097693388989488,0.0,5.641523389840344
arm5_step_0245.mid,3.0225711481844946,1.161993436325246,0.0,5.628073574217103
arm5_step_0246.mid,4.990825688073395,1.0162515844162126,0.0,5.741730855810356
arm5_step_0247.mid,4.983188816138737,1.6084399932100029,0.0,5.738204882697905
arm5_step_0248.mid,3.4091477130717327,1.439356611476518,0.0,5.748472318335707
arm5_step_0249.mid,3.1105398457583546,1.3088654266678523,0.016129032258064516,5.5669732858816525
arm5_step_0250.mid,4.397293972939729,1.2041813018478957,0.0,5.683906274486127
